comment_id,video_id,author_name,comment_text,like_count,sentiment_label,sentiment_score
Ugw94urggFEx4mGeeap4AaABAg,jSeI6OfifCI,@Shagun-k9h,Amazing lecture 👏,0,Positive,0.9689
UgxjVlLoGtR5EmoVfZZ4AaABAg,jSeI6OfifCI,@mzeewhite5408,"A big thanks brother❤❤

Denis From Uganda",1,Positive,0.968
UgwUardste2av-4fRqp4AaABAg,jSeI6OfifCI,@Faiz_AsiF,crystal clear explanation for beginners .. sir.. you are a gem,0,Positive,0.9666
UgydB2anb4STUq0A5hN4AaABAg,jSeI6OfifCI,@yuvaganapathij9982,Your JavaScript videos were very easy to understand for beginners.And also please make a video for Reactjs.,7,Positive,0.9584
Ugy6bGCcDivD26tMrKN4AaABAg,jSeI6OfifCI,@FathimaRinsha-v3u,Your JavaScript videos were very easy to understand for beginners.And also please make a video for node.js,0,Positive,0.958
UgyxbjAJmFPGe2hSzSh4AaABAg,jSeI6OfifCI,@IsmailaSanyang-o3o,Your JavaScript videos were very easy to understand please make a videos for Reactjs. please please,2,Positive,0.9447
UgyJ5tG5kqrJBZuVmxh4AaABAg,jSeI6OfifCI,@magicbundle,"Amazing lecture, never knew the need for JavaScript and why only JavaScript like the way you explained",0,Positive,0.9305
Ugy1ARZl6mrStLmIokB4AaABAg,jSeI6OfifCI,@Light-e4s7r,"Would you be able to teach salesforce complete courses like APEX,LWC,Integration,Admin, and clouds?",4,Neutral,0.8749
UgxZ1bIS93Qzz6Jd_cV4AaABAg,jSeI6OfifCI,@OhMecha,we need a react js video,0,Neutral,0.8625
UgykeG12Hh3lPR1_7754AaABAg,jSeI6OfifCI,@FAVOR-d,starting now lets see how it goes,1,Neutral,0.7574
UgxTPwuzAPJ0KbRqMsd4AaABAg,jSeI6OfifCI,@DarshanMariyanna,Pls make react video,2,Neutral,0.7442
Ugy7ZhZfIcdUcLCcN2h4AaABAg,jSeI6OfifCI,@EbisaIndalu-25,please make a video for php,1,Neutral,0.7342
UgwC1ob9jcPKo5goRqd4AaABAg,jSeI6OfifCI,@AhmadHussain7862,Good,0,Positive,0.6844
UgxZQiZIsA64VexKV914AaABAg,jSeI6OfifCI,@anushap6977,sir can you pls continue this series,0,Neutral,0.6816
UgwqrclmMvuxLHNXZ5V4AaABAg,jSeI6OfifCI,@nayemkhan5907,good,0,Positive,0.6512
UgzcjVHvCEp8NfUL-EN4AaABAg,KwE61vWiFA0,@lijojd,"Fools still support wars, because their shitty leaders say so..without knowing the impact...fate of all public throught the world",0,Negative,0.9319
Ugzx67ZjWTjwaPQ6qCd4AaABAg,KwE61vWiFA0,@ChanduVenkatesh,Its 110 per ltr in Bangalore today,0,Neutral,0.8912
UgxpUd-vnIkr5jkD3WB4AaABAg,KwE61vWiFA0,@Onlyfannny,Iduku ellam karanam trump avana thn adikanum,0,Neutral,0.8219
UgxZ9bmQUoQvguvmWMl4AaABAg,KwE61vWiFA0,@Tamilwatcher,Veveasiyam Pannu na thappichie kalam ma bro,1,Neutral,0.8144
Ugwh0Z_TrEokzauJPWt4AaABAg,KwE61vWiFA0,@irungbhai-007,Seemanism🔥,2,Positive,0.7993
UgycOSTgNGtZBzeF-zx4AaABAg,KwE61vWiFA0,@Karthika-k2k,Ithellam epo start agum,0,Neutral,0.7976
Ugxi8_xm-hzzclhBaDx4AaABAg,KwE61vWiFA0,@RocketulA,"A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂",1,Neutral,0.7787
Ugy61JHVag2GvAhup8d4AaABAg,KwE61vWiFA0,@mohansundaram9711,Idhukkellam karanam DMK. Anna vandhutaaru ini namma kavalapada thevai illai,0,Neutral,0.7684
UgzQ6cOPh68C3WbFpn14AaABAg,KwE61vWiFA0,@sasidharanm122,Why aamaigals crying?,0,Negative,0.7471
UgwMmKxGI8rkZsNhrQF4AaABAg,KwE61vWiFA0,@deepak.t1352,Tvk valga,0,Neutral,0.729
Ugx5RZUpjERntZh1eA14AaABAg,KwE61vWiFA0,@Thannilavan0592,Wrong analysis. India can sell fo 100 itself. Bcs they have more margin,0,Neutral,0.7233
Ugw52B3UpW06ucL-7q14AaABAg,KwE61vWiFA0,@brand7.033,NTK SEEMAN பேசனது இப்ப புரியவரும் தற்ச்சார்பு பொருளாதாரம்,0,Neutral,0.6779
UgzKd0ah4Tc98_QOGIt4AaABAg,KwE61vWiFA0,@yuvarajmuthusamy5143,@a2dchennel -  Dei Route Mafia.. Stay with your area of business & why you crossing other topics & Influence others when you dont have any knowedge about econimics etc,0,Neutral,0.673
Ugy54KGbQ-wVXqLertl4AaABAg,KwE61vWiFA0,@TamilSpiritualSecrets,Seeman 😢,1,Negative,0.6603
Ugwc3PAq6PXhPinegkN4AaABAg,KwE61vWiFA0,@muralidharan6239,Seeman has been telling the same for years.,1,Neutral,0.6583
UgxNL5AxQh22LYCIdy94AaABAg,KwE61vWiFA0,@lijojd,Tamilnadu people like free items throught life...they will elect anyone,0,Neutral,0.6564
Ugwin1Io-kWv8MthP3l4AaABAg,KwE61vWiFA0,@dhanush-f3n,Economic war,0,Negative,0.641
UgwfRTlH3dZTdQmw3JF4AaABAg,KwE61vWiFA0,@a2dchannel,Supernova AI 75% Discount Link 👉 https://cutt.ly/A2D9-JoinSupernovaNow,77,Positive,0.64
Ugy9BtI-0l8aaR_KyHV4AaABAg,KwE61vWiFA0,@vajtopcoolrelaxation6081,Forex profitable trader mind voice I don't care😂😂😂😂,0,Neutral,0.5896
Ugw1sPRQQWXsDKM1lUl4AaABAg,KwE61vWiFA0,@SaravanakumarKumar-f2m9m,Thumbnail 🤣🤣🤣🤣🤣🤣,0,Positive,0.3381
UgyG35Rb_E4XmrYuEwV4AaABAg,LJDbt_eNgO8,@karthikm9148,Super bro 🔥🔥,1,Positive,0.9784
Ugy09tbNTIlXu0Y6to14AaABAg,LJDbt_eNgO8,@francisjoe1154,Inverter or non inverter AC?,0,Neutral,0.9173
UgwUfW9QE9NzKtdCq3N4AaABAg,LJDbt_eNgO8,@ekhalaiva85,Both ac gives same output with different power consumption means the 5 star ac is more efficient. That means superior materials are used and life would be better. That s the real advantage of 5 star ac,0,Positive,0.8796
Ugxk9YyMURvU5kvSxld4AaABAg,LJDbt_eNgO8,@shuhaibahamed1465,Porapokula panasonic ku oru promotion,0,Neutral,0.8695
UgyiXkQ4VBxy46yCZL54AaABAg,LJDbt_eNgO8,@Sandhosh-wk6pf,Bro hier ac 1.5 pathi poduga bro,0,Neutral,0.8672
Ugwsc84m27-75pqAhZd4AaABAg,LJDbt_eNgO8,@vtwin7684,Bro Ac mattum calculate pannathinga all electrical equipment vitta use pannum pothu 200 unit -500 unit athigama use panna panna eb slab value marum,0,Neutral,0.8545
UgxWbPn_Q4muSJt5EmZ4AaABAg,LJDbt_eNgO8,@krishnarajkumaresan1688,Bro neenga unit wise cost difference for per unit... Atha vechu calculate panunga.... Above 500 and 600 so on athigama varum,0,Neutral,0.8255
Ugy1II5-BAhQUDt5ub54AaABAg,LJDbt_eNgO8,@nappairamanahtnasChettiar,"You are a fool,  electric appliances should be designed to make KWh less.",0,Negative,0.7811
UgyWlOUX_vqykRgoVF14AaABAg,LJDbt_eNgO8,@aravinths2942,Power consumption kami thana savings ila nalum,0,Neutral,0.7696
UgxqA8XEPg0__Ay6dA14AaABAg,LJDbt_eNgO8,@vina6418,"Ac முழு விவரம் தெரியாமல் பேசுகிறீர்கள் 
அதிக நேரம் பயன்படுத்துபவர்கள் 5 ஸ்டார் குறைந்த அளவு பயன்படுத்துபவர்கள் 3 ஸ்டார் ok",1,Neutral,0.7675
UgwpMAp9ESxjH4XHf8l4AaABAg,LJDbt_eNgO8,@MohamadYusuf-j5m,Maratha oonunga,0,Neutral,0.7649
UgytpqZ3fgZidK8GXb94AaABAg,LJDbt_eNgO8,@Kanisudha-f3r,I will buy in offer,0,Neutral,0.7471
UgwxyGuyNnhuGthbBn54AaABAg,LJDbt_eNgO8,@sathishn9551,அதனால மக்கள் ஜாக்கிரதையா இருக்கணும்,0,Neutral,0.7025
Ugzst2tiBxTxXnDWg194AaABAg,LJDbt_eNgO8,@Gameplan567,இப்போ சூலூர் பொண்ணுக்கு நடந்த அநியாயத்த பத்தி பேசுறீங்க. நீங்க தான நிறைய பேரை influence செஞ்சு மாற்றம் வேணும்னு சொன்னீங்க. உங்க பிள்ளைக்கு நடந்தா அமைதியா இருப்பீங்களா..உங்களுக்கு பிறக்க போற பிள்ளைக்கு இப்படி ஆனா இப்படியே reels போட்டுட்டு irunga,0,Neutral,0.7016
UgzZmSAlot_Q8J4QQ-p4AaABAg,LJDbt_eNgO8,@Error404fck,"No no it's false user reviews 5 Star better safe zone 

Check kerela eb bill",0,Negative,0.694
Ugw4xn0zY8Cw4vdGbIF4AaABAg,LJDbt_eNgO8,@kesagamoorthykarthik8166,Ethu new trend ah iruku 😂😂😂,0,Neutral,0.6743
UgxU0Dyk6Ck3cx_mxkx4AaABAg,LJDbt_eNgO8,@herosplendor-m2f,That annniyan scene🤣,0,Neutral,0.6565
UgzszO1TtCTvg4ETB5R4AaABAg,LJDbt_eNgO8,@sreegireesh6123,I have 3 Star AC in my home,0,Neutral,0.5924
UgwaPfr5E2dYJ43vnQ94AaABAg,LJDbt_eNgO8,@Akash-xn7eq,Bro I want to buy AC or GOLD,0,Neutral,0.5504
UgzBXUp6iISblJdEWRR4AaABAg,LJDbt_eNgO8,@GauthamSanker-e5i,5 star ac la dhan bro AI features la varum and 37k dhan 5 star ac eh naanga vaangunom. 3 star 34 sonnanga yedhu better nu paarunga,0,Positive,0.5014
Ugzb5rioyVIF8Zq4aBR4AaABAg,nSEyOaagJv0,@jeenap.r6648,your class is really amazing.,0,Positive,0.9842
UgyMryNPR812uThHs4l4AaABAg,nSEyOaagJv0,@techzoners4502,wow super explanation sir very clear understanding upcoming please make more videos,0,Positive,0.9799
UgzblXxLmY_AYgF3RVN4AaABAg,nSEyOaagJv0,@jaythakkar5471,You are absolutely outstanding. Your knowledge and presentation skill can make anybody think like a programmer.,0,Positive,0.9776
UgwybfPRuBo318BsCEp4AaABAg,nSEyOaagJv0,@roxpanda5745,"Amazing, concept clear",1,Positive,0.9757
Ugw8uZeuKDz_7GduxF94AaABAg,nSEyOaagJv0,@brianbarsilip1529,"I wish my teachers were this passionate. I am enjoying every step of the way. 
Correct?",0,Positive,0.9676
UgzRdMYCfe975iG8IGB4AaABAg,nSEyOaagJv0,@rmn_rayuma,love this  teaching  methodology  from Ethiopia,8,Positive,0.9671
UgxmuQkHBgRf32muyUZ4AaABAg,nSEyOaagJv0,@yuvaganapathij9982,Your JavaScript videos were very easy to understand for beginners.And also please make a video for Reactjs.,1,Positive,0.9584
Ugw8DY32d_w0wByziM14AaABAg,nSEyOaagJv0,@sachinhgsachhi531,Teaching and editing ❤❤❤❤❤,1,Positive,0.9367
UgyJL5mb6WhS1T38CTt4AaABAg,nSEyOaagJv0,@SupriyaM-p4u,Listening the class gives very clarity and interesting,3,Positive,0.9251
UgzwmBHPkr3bOajWb7d4AaABAg,nSEyOaagJv0,@Chidambarckulkarni,Difference between let vs var vs const ??,2,Neutral,0.9042
Ugw-rPe2Ed8UxX-p97x4AaABAg,nSEyOaagJv0,@_sarthakmisal,I'm sure you'll boom like kunal kushwaha Graph will be O(logN),1,Positive,0.8777
Ugy-mAakfnuIKaZSd3R4AaABAg,nSEyOaagJv0,@ramanjaneyulunakka4929,Thanks sir,1,Positive,0.8721
Ugw_Ed-aKmLcCvsVX-54AaABAg,nSEyOaagJv0,@neelimaachari2698,Is it possible to learn only java script in ur institute,0,Neutral,0.8685
UgxKPBGo63bzqBhtmRp4AaABAg,nSEyOaagJv0,@muthulakshmi-vb5ee,"Hi Sir

You are not only putting efforts in teaching but also correcting the small mistakes which is done by accident  (20:17).Appreciate you and your teams efforts for everything but specially for 20:30.📹",3,Positive,0.8538
Ugx0juKzPBMPb5WqxSR4AaABAg,nSEyOaagJv0,@NavyaAvidi-m9e,Please upload the notes,0,Neutral,0.8125
Ugz3THbIKFzJYDNgKgV4AaABAg,nSEyOaagJv0,@proddaturkeerthi,please upload react js  videos sir,0,Neutral,0.7956
Ugwo3HsvY-Y_W5gr-Ap4AaABAg,nSEyOaagJv0,@aniluuu05,Do a Python Course for us,0,Neutral,0.7699
Ugx28imCKO7Ke5fVtQB4AaABAg,nSEyOaagJv0,@mmuralikrishna2881,Hi. Let a is an uncaught type reference error. Can't access lexical declaration before intialization right,0,Negative,0.7542
Ugxl4IeQfkDQX2Ld0vV4AaABAg,nSEyOaagJv0,@SurajAI-t7h,day 31 video is missing from series please add that,0,Neutral,0.6687
UgzTl5h9c6T7rBHlPZ54AaABAg,nSEyOaagJv0,@NavyaAvidi-m9e,I have a doubt that if we assign out of range value for number type it will just print max value instead of leading to any error ? Is it ?,0,Negative,0.5165
UgxAmtxlFBefxY1LsJ14AaABAg,qE16cdlo9ms,@ManiManikandan-r4e,Vijay Anna joining to cjp,0,Neutral,0.9016
Ugweq1cYCn6l2NcRym14AaABAg,qE16cdlo9ms,@Shield-o4b,Route mafia dai 🤢,0,Negative,0.8919
Ugw78FmydZUb0TQbvfJ4AaABAg,qE16cdlo9ms,@Ash-vp8xd,200 ticket a 3000 ruba ku vitha black ticket vyabari is not a fucking option or choice for corruption and change,3,Negative,0.8818
UgwmHb9Rm13Pr6CuDL94AaABAg,qE16cdlo9ms,@luffy__0060,Video ends in 19:10 😂,2,Neutral,0.8565
UgxxN449NSYWM0uN9Ol4AaABAg,qE16cdlo9ms,@user-Atman-Tattoo-Studio,STR video pard2,0,Neutral,0.826
UgzaU7Wf6NuVNVwwyrd4AaABAg,qE16cdlo9ms,@EricAndrewSloan,Gen Z isn’t just a new generation; they’re an updated syllabus for society.,0,Neutral,0.8004
UgzKrHH-dcRZF5aF3aB4AaABAg,qE16cdlo9ms,@aravindneet,Music 2:29,0,Neutral,0.7991
UgwuJEGDDLMACQQMmLx4AaABAg,qE16cdlo9ms,@RocketulA,"A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂  
A2D route mafia 😂😂😂😂",2,Neutral,0.7787
Ugw1JvtZP98wAWI3Hip4AaABAg,qE16cdlo9ms,@akashsujith627,We must understand that social media is not an accurate reflection of reality. Making decisions based solely on social media can cause serious harm to society.,3,Negative,0.755
Ugxwz0LZEAkov4ucr1V4AaABAg,qE16cdlo9ms,@anandhikts,"On comparing TVK and CJP. Though the core nature of both have not been fully understood ,the TVK resembles more like a cult., strategically built over a considerable number of years using social media like WhatsApp and influencer marketing strategy through YouTube, Instagram and Twitter. But CJP  resembles the Jallikattu  protest. A sudden uprise of suppressed feel of commons .TVK win is fragile  unless care taken to strengthen it, whereas CJP even if it' is suppressed will come back in various forms repeatedly .  GEN Z is the common powerful factor in both.",0,Neutral,0.754
UgyHqf82I5PRgQ07WfF4AaABAg,qE16cdlo9ms,@prabhakarans1872,சரி தமிழ்நாட்டில் நடக்கும் சட்டம் ஒழுங்கு பிரச்சனைகள் பற்றி எப்ப பேச போற?,2,Neutral,0.7473
UgzS8H9e1NCF3D_5nzx4AaABAg,qE16cdlo9ms,@vadapoche00,BJP mindset : பாம்புக்கு பல்லு இருந்தால்தான் தானே கொத்தும் . . பல்லை புடுங்கி விடுங்கடா . ..அதாவது கூடிய சீக்கிரம் 25 வயதுக்கு கீழே  இருப்பவர்களுக்கு ஓட்டுரிமை இல்லைன்னு ஒரு மசோதா பார்லிமென்ட் ல வரலைன்னா பாருங்கா . .. 😆😄😄👊👊👊,0,Neutral,0.7328
UgwiwtPI8yNuTIwZAL94AaABAg,qE16cdlo9ms,@AndrewCrishanthan,"Hi bro,Create a detailed video about ""Aurdino"".",0,Neutral,0.7101
Ugy81V-CPYtqw6GGuBB4AaABAg,qE16cdlo9ms,@arjunbalajiv7244,What about the bots followers in cjp and I'm not against Genz but why everyone speaks only selectively 🤔,1,Negative,0.6613
UgxAESumnxZxdla6maB4AaABAg,qE16cdlo9ms,@a2dchannel,Supernova AI 75% Discount Link 👉 https://cutt.ly/a2d-yt-JoinSupernovaNow,139,Positive,0.64
UgzABFoJP4ylSwueBoR4AaABAg,qE16cdlo9ms,@akashsujith627,"I feel the issue is not a lack of belief in the system, but a lack of understanding of how the system has worked successfully for many years. Gen Z needs to understand the system and learn how to make it work for them; otherwise, misguided decisions may become widespread.",0,Negative,0.6296
UgxoER3SDYqMmxVfmKJ4AaABAg,qE16cdlo9ms,@aravindneet,I accept it,0,Neutral,0.5921
UgxcZasdStklP7cttmJ4AaABAg,qE16cdlo9ms,@dhanush-f3n,16:50 bro vijay didn't have any ideology they can able to sustain in our society,5,Negative,0.5642
UgzCxg2hIjnxqEVf-SZ4AaABAg,qE16cdlo9ms,@sathishkumarparthasarathi9996,Absolutely acceptable civic sense mind level la iruku adha implementation ku konduvaranum nu nenaikaran that was clear,0,Positive,0.5456
UgyiFyJ-I1bpl9-yEDh4AaABAg,qE16cdlo9ms,@tobixlight,"100%                100%                 100%    
100%        100%    100%    100%    100%   
100%     100%         100% 100%      100%
100%     100%         100% 100%      100%
100%       100%    100%      100%  100% 
100%               100%                   100%",1,Neutral,0.5069
UgxN1IkrGl_uflJS0rh4AaABAg,rnN4k2eqgQU,@VIJAY-KARTHICK-LEGENDARY,That why samsung is TOP 🔝 . Both button have slides 😎,0,Positive,0.9348
UgzCHTn-rKPrVbJKfLh4AaABAg,rnN4k2eqgQU,@mohanprinters8044,bro video la product link adhu ya bro centre ra iruku orru vathi mela iruku adhu yuabro down la iruku linku sollu bro,0,Neutral,0.8669
UgxRGOxqxVZItVl0i4p4AaABAg,rnN4k2eqgQU,@gokuldas1011,Route kita picha edukura tharkuri,0,Neutral,0.8587
Ugyz1S6-SJJX3mka11d4AaABAg,rnN4k2eqgQU,@AnandhPurushothaman,Munja pathiya aatta karpazhicha madhiri,0,Neutral,0.8472
UgwLt1LX8C1_rYvzP9J4AaABAg,rnN4k2eqgQU,@kattyroze7436,Iq z9prola call attend aanaalum kaadula vekalenna automatica speaker mode/louda avanga pesurathu kekkum. (Unless connected to headphones.,0,Neutral,0.8465
Ugz2WlgYpkednBzeeYN4AaABAg,rnN4k2eqgQU,@sharfudeenabdulrahman9723,Route Mafia kitta eppadi bro kaasu vangrathu ?,0,Neutral,0.8404
UgyanZQGbKJ3P8A85VR4AaABAg,rnN4k2eqgQU,@VindhanR,Feature reference 🤣🤣🔥🔥,0,Positive,0.782
UgyO_Msj6ooUB9a4_8F4AaABAg,rnN4k2eqgQU,@halith_ismail,Power button ends call 😂,0,Neutral,0.7799
UgzsMdcKd6QIIxivyUJ4AaABAg,rnN4k2eqgQU,@user-qx4sk3ud6n,iphone butt ? Evan ezhuti kudutha title ya ithu ipdi potrukan😂,0,Neutral,0.7691
UgznUz9hZLgulcaAI0Z4AaABAg,rnN4k2eqgQU,@Tvk_dakshin,DMK 200 Upis😂😂😂😂😂,0,Neutral,0.7525
UgwydLxm1DYSxLCbFOt4AaABAg,rnN4k2eqgQU,@mohammadTaufeeq06,Route mafia nandha,0,Neutral,0.723
Ugz5tfoVIwUUHdfV5DV4AaABAg,rnN4k2eqgQU,@itsmp777,Oh ho apdiya vishayam 😂,0,Neutral,0.7133
Ugzkar2g14N7WZ9yB0J4AaABAg,rnN4k2eqgQU,@AhamedAnaz,தலைவரே நம்ம மாற்றத்துக்கான அரசியல் எப்படி இருக்குனு ஒருதடவ வீடியோ போட்டு உங்க influence ல எங்கள influence பண்ணுனா நல்லா இருக்கும்,0,Neutral,0.7124
Ugw8pfwCKlc9zKLy3Gl4AaABAg,rnN4k2eqgQU,@CyberBoy3705,"Bro supports and builds PC, but uses Mac, 
Bro supports Android but uses iPhone 😂😂😂",0,Neutral,0.6781
UgwMemdxWVe7JsRpZep4AaABAg,rnN4k2eqgQU,@AnwarAli-zs1tx,Dai route mafia😂,0,Neutral,0.6397
UgzEEcxDenQHPLYTh3t4AaABAg,rnN4k2eqgQU,@josephnraj,"Butt dialing apadi nu ellam confuse pannaama simple ah sollanum na, Phone lock la irukumbodhu mattum dha slide to answer varum.",0,Neutral,0.6263
UgyRVkwrQmb0W8mW2Fh4AaABAg,rnN4k2eqgQU,@Prathi-h1j,"Anna na use panna mobile lava 
Eb mobile home screen blinking,enna pannrathu nu therila anna (mobile off panni on panna app info un varuthu Nana fix panna three days ah try pannra but no response) aprom yen mobile contact ellam delete aidichi backup panna 0 contact nu varathu, solution sollu anna",0,Neutral,0.6208
UgwL_vYPcDcloaKmk7Z4AaABAg,rnN4k2eqgQU,@abdullashahulhameed6255,"Bro I am a cyber security student which PC set is best or which  laptop  is best 
Or PC is best or laptop is best",0,Positive,0.5931
UgxJJSCzBJTOwVrqX1Z4AaABAg,rnN4k2eqgQU,@jaiofficial05,Bro Advocate Perchan ennasu slunga 🙏🏻,0,Neutral,0.5586
UgyJic-sHjdDwRslRR54AaABAg,rnN4k2eqgQU,@Pavanpvr-k2s,Bro android solved that problem long time ago with both sliding button 😂😂😂,0,Neutral,0.5336
UgzKpH8aVC0Nqw0-TIt4AaABAg,tZMiCdW0HTQ,@spread-love007,Airtel broadband la ipdi option iruka bro?,0,Neutral,0.9013
UgxqerbuoW8cfmYdhsN4AaABAg,tZMiCdW0HTQ,@Richie-kpb,In his T-Shirt it's printed NANDA horizontally & Vertically it's printed INDUU...🤔,3,Neutral,0.8946
UgySOe7joBpyPQ7d-NV4AaABAg,tZMiCdW0HTQ,@ksmvanan60,10 veedu thalli irukka enga perima veetuku innoru router vachu connect panna mudiyuma?,0,Neutral,0.8684
UgwlAcgfie_T8W-vA8N4AaABAg,tZMiCdW0HTQ,@statusparkooty9640,Bro….jio airfiber la Indhamari mesh router iruka?,0,Neutral,0.8581
Ugy3bBGabhGtiBt52It4AaABAg,tZMiCdW0HTQ,@Dinesh_AD20,Router and repeater correct ah,0,Neutral,0.8255
UgzKPt3RtsaaSXY9mh94AaABAg,tZMiCdW0HTQ,@Kaushiks007,300 rupees monthly rent or one time payment because in airtel 99rs monthly payment for mesh router,0,Neutral,0.8111
UgzeuT_kP_csTeCWPoh4AaABAg,tZMiCdW0HTQ,@Jayanesh1,Ithu nalla iruke,0,Neutral,0.8029
UgxXhbGJo7FaHtKrAtd4AaABAg,tZMiCdW0HTQ,@SrisivanithiLingaraja,Bro do 1vs1 with goofy bro,2,Neutral,0.7679
UgxIvtQIVHwCykTpyXd4AaABAg,tZMiCdW0HTQ,@AbdulSukoor-k6t,Bro enakku vadakku doli yaarunnu theriyu,0,Neutral,0.7455
UgxD8DogRF4DKY0LbmJ4AaABAg,tZMiCdW0HTQ,@Peacelover-c5e,Poda tharkuri,0,Neutral,0.7205
UgwuFqQrRymL63FDv0h4AaABAg,tZMiCdW0HTQ,@santhosh4424,This is called range extender 😂😂,0,Neutral,0.7088
UgyToXb0GIAr_tqoSdh4AaABAg,tZMiCdW0HTQ,@Gameplan567,இப்போ சூலூர் பொண்ணுக்கு நடந்த அநியாயத்த பத்தி பேசுறீங்க. நீங்க தான நிறைய பேரை influence செஞ்சு மாற்றம் வேணும்னு சொன்னீங்க. உங்க பிள்ளைக்கு நடந்தா அமைதியா இருப்பீங்களா..உங்களுக்கு பிறக்க போற பிள்ளைக்கு இப்படி ஆனா இப்படியே reels போட்டுட்டு irunga,0,Neutral,0.7016
Ugx39lDTZZDdlJXLcCh4AaABAg,tZMiCdW0HTQ,@Midun-sm,Installer reply please bro,0,Neutral,0.6887
UgyqNZfKYruuTs0nv-14AaABAg,tZMiCdW0HTQ,@fathima_BMW,Nanda indu  😂 I found it,0,Positive,0.662
Ugz3eFerYGn6QyvJ9cR4AaABAg,tZMiCdW0HTQ,@ARIVUSEZHIYAN.i,Bro government bus hack panrathu eppadi nu sollunga 😂😂😂,0,Negative,0.4997
Ugw8PGerJhkCdQumn014AaABAg,tZMiCdW0HTQ,@ARIVUSEZHIYAN.i,Bro government bus hack panrathu eppadi nu sollunga 😂😂😂,0,Negative,0.4997
UgwmMZ1vR0ZTexJhoqB4AaABAg,tZMiCdW0HTQ,@ARIVUSEZHIYAN.i,Bro government bus hack panrathu eppadi nu sollunga 😂😂😂,0,Negative,0.4997
UgwIAjbeKujzZ6EKXgB4AaABAg,tZMiCdW0HTQ,@viswanathanthangaraj6058,Bro neenga route mafia gangla membera.,1,Neutral,0.4985
